#time,flux,flux_err
2459478.753368,-0.0381928275864324,0.00884459590911865
2459482.716898,0.104904234344528,0.00520422220230103
2459633.119397,0.0633487597210214,0.00496274757385254
2459694.041773,0.0799153035750416,0.00508592224121094
2459710.004739,0.0242358851043711,0.00460461378097534
2459711.928267,-0.0989385058829371,0.00497473859786987
2459719.95571,0.07633907813338671,0.00470357227325439
2459724.896693,-0.0745316613584729,0.00441788101196289
2459740.836387,-0.0289247120844709,0.00436002206802368
2459741.886958,-0.0920606329700882,0.004810459136962889
2459745.864331,0.043860142314473397,0.00496676015853882
2459776.848992,-0.0714235916944534,0.00495762968063354
