#time,flux,flux_err
2459000.040402,-0.0679932489391804,0.0037354397773742697
2459003.045446,0.014926628321995199,0.00390727686882019
2459026.093511,-0.0507938715398071,0.00401627635955811
2459029.024667,0.11858458628755901,0.00354003930091858
2459030.029362,-0.127139497741404,0.00374125123023987
2459031.005098,0.13601796958083698,0.0038150668144226103
2459035.0344,0.135950466757265,0.0037889091968536398
2459040.946906,0.0261142112362147,0.00396684503555298
2459043.073658,0.026141070911060202,0.0034067401885986303
2459057.935247,0.0699723959411501,0.00370804691314697
2459068.989384,0.0810606299651906,0.00410921669006348
2459072.053094,-0.146500306384946,0.00377187132835388
2459073.035712,0.134501597938155,0.00355650496482849
2459078.071225,-0.157357193041859,0.0038567855358123803
2459079.032903,0.090877449923515,0.0038024017810821503
2459094.887286,-0.133382938258817,0.00344043827056885
2459099.838751,0.0211649331923734,0.003452960729599
2459114.837069,0.123118827502184,0.00362998151779175
2459116.96391,0.130536459050347,0.00385031318664551
2459118.961049,0.0934040681226376,0.0040946955680847205
2459122.929596,-0.00187385332096733,0.00409924221038818
2459151.714348,-0.123459540540492,0.00410808515548706
2459153.859265,-0.14909806966199202,0.0044248194694519
2459187.730172,-0.125384798376731,0.004056995868682861
2459189.77585,-0.15853389419525002,0.00592391681671143
2459297.150927,-0.12225458129368301,0.00376472067832947
2459354.980432,0.118289616208926,0.00378838562965393
2459378.074711,0.130665504671554,0.00387667369842529
2459382.048121,0.137635633000202,0.00411533164978027
2459385.043293,-0.09312987944850709,0.0037005136013031
2459390.057071,0.005464511771215381,0.00390190052986145
2459411.893605,0.0688218304219417,0.0049881963729858396
2459415.077099,-0.0858071783049739,0.0037962887287139903
2459415.82717,0.140992396343376,0.0035615856647491497
2459418.112568,0.09879273693286911,0.00399428939819336
2459420.928934,-0.14757645916822199,0.00376824045181274
2459441.05983,0.14166125978059402,0.0032209050655365
2459443.901496,-0.10449852632594801,0.0035324151515960696
2459450.980864,-0.019599508624854,0.0035377984046936
2459452.902271,-0.08928618996252899,0.00360438346862793
2459542.774256,-0.0872865268731841,0.00414396095275879
2459573.727888,0.126907188631122,0.00386146187782288
2459716.03629,0.0156786070825928,0.00358702278137207
